Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Mount Egerton,3352,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,232,421
Mount Eliza,3930,Mornington Peninsula Shire Council,Briars,55701,Mornington,57,Eastern Victoria,2,6745,12846
Mount Emu,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,74,Western Victoria,8,13,23
Mount Evelyn,3796,Yarra Ranges Shire Council,Billanook,56201,Evelyn,29,Eastern Victoria,2,3046,5906
Mount Evelyn,3796,Yarra Ranges Shire Council,Billanook,56201,Monbulk,55,Eastern Victoria,2,227,472
Mount Evelyn,3796,Yarra Ranges Shire Council,Chandler,56202,Evelyn,29,Eastern Victoria,2,147,302
Mount Franklin,3461,Hepburn Shire Council,Birch,56401,Ballarat East,3,Western Victoria,8,8,18
Mount Franklin,3461,Hepburn Shire Council,Holcombe,56405,Ballarat East,3,Western Victoria,8,24,39
Mount Glasgow,3371,Central Goldfields Shire Council,Tullaroop,56304,Ripon,74,Western Victoria,8,48,69
Mount Helen,3350,Ballarat City Council,South,50303,Ballarat East,3,Western Victoria,8,960,1915
Mount Hooghly,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,8,15
Mount Lonarch,3468,Pyrenees Shire Council,Ercildoune,51904,Ripon,74,Western Victoria,8,21,32
Mount Macedon,3441,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,14,24
Mount Macedon,3441,Macedon Ranges Shire Council,South,56602,Macedon,48,Northern Victoria,4,582,1057
Mount Major,3646,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,6,9
Mount Martha,3934,Mornington Peninsula Shire Council,Briars,55701,Mornington,57,Eastern Victoria,2,6370,10888
Mount Martha,3934,Mornington Peninsula Shire Council,Seawinds,55705,Mornington,57,Eastern Victoria,2,896,1329
Mount Martha,3934,Mornington Peninsula Shire Council,Seawinds,55705,Nepean,65,Eastern Victoria,2,221,267
Mount Mercer,3352,Golden Plains Shire Council,Unsubdivided,50501,Ballarat East,3,Western Victoria,8,15,28
Mount Mercer,3352,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,14,29
Mount Moriac,3240,Surf Coast Shire Council,Winchelsea,50104,South Barwon,80,Western Victoria,8,98,177
Mount Napier,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,5,13
Mount Pleasant,3350,Ballarat City Council,Central,50301,Ballarat East,3,Western Victoria,8,686,1028
Mount Pleasant,3350,Ballarat City Council,South,50303,Ballarat East,3,Western Victoria,8,250,381
Mount Prospect,3364,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,17,29
Mount Richmond,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,18,28
Mount Rowan,3352,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,116,248
Mount Taylor,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,125,222
Mount Toolebewong,3777,Yarra Ranges Shire Council,Ryrie,56207,Gembrook,35,Eastern Victoria,2,2,3
Mount Toolebewong,3777,Yarra Ranges Shire Council,Ryrie,56207,Seymour,78,Northern Victoria,4,30,67
Mount Wallace,3342,Moorabool Shire Council,Central Moorabool,50401,Ballarat East,3,Western Victoria,8,48,84
Mount Waverley,3149,Monash City Council,Mount Waverley,55502,Mount Waverley,59,South Eastern Metropolitan,5,11481,19980
Mount Waverley,3149,Monash City Council,Oakleigh,55504,Clayton,22,South Eastern Metropolitan,5,58,95
Mount Waverley,3149,Monash City Council,Oakleigh,55504,Oakleigh,68,Southern Metropolitan,6,1405,2489
Mountain Bay,3723,Mansfield Shire Council,Jamieson,58002,Benalla,8,Northern Victoria,4,18,26
Mountain View,3988,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,39,69
Moutajup,3294,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,38,67
Moyarra,3951,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,37,Eastern Victoria,2,22,29
Moyhu,3732,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,190,332
Moyreisk,3477,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,10,14
Moyston,3377,Ararat Rural City Council,Unsubdivided,51401,Ripon,74,Western Victoria,8,169,276
Muckatah,3644,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,68,117
Muckleford,3451,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,17,37
Muckleford,3451,Mount Alexander Shire Council,Castlemaine,56702,Bendigo West,11,Northern Victoria,4,19,41
Muckleford,3451,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,126,245
Muckleford South,3462,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,20,34
Mudgegonga,3737,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,60,106
Mudgegonga,3737,Alpine Shire Council,Unsubdivided,52201,Benambra,9,Northern Victoria,4,27,47
Mudgegonga,3737,Indigo Shire Council,Unsubdivided,52601,Benambra,9,Northern Victoria,4,6,10
Mulgrave,3170,Monash City Council,Mulgrave,55503,Mulgrave,60,South Eastern Metropolitan,5,6416,12092
Mulgrave,3170,Monash City Council,Oakleigh,55504,Mulgrave,60,South Eastern Metropolitan,5,375,559
Mumbannar,3304,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,47,88
Mundoona,3635,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,46,90
Munro,3862,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,56,124
Muntham,3315,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,2,1
Muntham,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,8,14
Murchison,3610,Greater Shepparton City Council,Unsubdivided,52501,Benalla,8,Northern Victoria,4,413,599
Murchison,3610,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,14,23
Murchison,3610,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,2,4
Murchison East,3610,Greater Shepparton City Council,Unsubdivided,52501,Benalla,8,Northern Victoria,4,68,99
Murchison North,3610,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,80,131
Murgheboluc,3218,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,70,Western Victoria,8,43,101
Murmungee,3747,Wangaratta Rural City Council,Unsubdivided,52701,Murray Valley,61,Northern Victoria,4,31,55
Murnungin,3544,Swan Hill Rural City Council,Lakes,57002,Swan Hill,82,Northern Victoria,4,10,12
Murphys Creek,3551,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,17,22
Murra Warra,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,11,23
Murra Warra,3401,Yarriambiack Shire Council,Warracknabeal,57603,Swan Hill,82,Northern Victoria,4,7,14
Murrabit,3579,Gannawarra Shire Council,Murray,57202,Swan Hill,82,Northern Victoria,4,111,153
Murrabit West,3579,Gannawarra Shire Council,Murray,57202,Swan Hill,82,Northern Victoria,4,24,33
Murrawee,3586,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,46,111
Murraydale,3586,Swan Hill Rural City Council,Central,57001,Swan Hill,82,Northern Victoria,4,52,87
Murrayville,3512,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,238,219
Murrindal,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,5,5
Murrindindi,3717,Murrindindi Shire Council,Koriella,53006,Seymour,78,Northern Victoria,4,70,97
Murroon,3243,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,38,60
Murrumbeena,3163,Glen Eira City Council,Rosstown,54602,Oakleigh,68,Southern Metropolitan,6,4267,6180
Murtoa,3390,Yarriambiack Shire Council,Dunmunkle,57601,Swan Hill,82,Northern Victoria,4,465,722
Musk,3461,Hepburn Shire Council,Coliban,56403,Ballarat East,3,Western Victoria,8,83,143
Musk,3461,Hepburn Shire Council,Holcombe,56405,Ballarat East,3,Western Victoria,8,4,5
Musk Vale,3461,Hepburn Shire Council,Birch,56401,Ballarat East,3,Western Victoria,8,72,112
Muskerry,3557,Campaspe Shire Council,Rochester,52303,Rodney,75,Northern Victoria,4,34,44
Myall,3533,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,5,9
Myall,3579,Gannawarra Shire Council,Murray,57202,Swan Hill,82,Northern Victoria,4,46,85
Myamyn,3304,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,29,53
Myers Flat,3556,Greater Bendigo City Council,Lockwood,50202,Bendigo East,10,Northern Victoria,4,180,338
Myers Flat,3556,Greater Bendigo City Council,Lockwood,50202,Bendigo West,11,Northern Victoria,4,4,8
Myola,3551,Campaspe Shire Council,Rochester,52303,Rodney,75,Northern Victoria,4,20,32
Myrniong,3341,Moorabool Shire Council,Central Moorabool,50401,Melton,51,Western Victoria,8,115,220
Myrniong,3341,Moorabool Shire Council,Woodlands,50404,Melton,51,Western Victoria,8,27,51
Myrrhee,3732,Wangaratta Rural City Council,Unsubdivided,52701,Benalla,8,Northern Victoria,4,72,130
Myrtle Creek,3551,Greater Bendigo City Council,Eppalock,50201,Bendigo East,10,Northern Victoria,4,25,39
Myrtle Creek,3551,Mount Alexander Shire Council,Calder,56701,Bendigo West,11,Northern Victoria,4,3,6
Myrtlebank,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,24,38
Myrtlebank,3851,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,24,46
Myrtleford,3737,Alpine Shire Council,Unsubdivided,52201,Benalla,8,Northern Victoria,4,1526,2231
Myrtleford,3737,Alpine Shire Council,Unsubdivided,52201,Benambra,9,Northern Victoria,4,20,41
Mysia,3518,Loddon Shire Council,Boort,56501,Swan Hill,82,Northern Victoria,4,18,28
Mystic Park,3579,Gannawarra Shire Council,Avoca,57201,Swan Hill,82,Northern Victoria,4,98,157
Mywee,3641,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,8,9
Nagambie,3608,Strathbogie Shire Council,Hughes Creek,53102,Benalla,8,Northern Victoria,4,7,1
Nagambie,3608,Strathbogie Shire Council,Lake Nagambie,53103,Benalla,8,Northern Victoria,4,888,1318
Nalangil,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,70,Western Victoria,8,26,54
Nalinga,3646,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,79,Northern Victoria,4,12,19
Nalinga,3646,Strathbogie Shire Council,Honeysuckle Creek,53101,Benalla,8,Northern Victoria,4,2,5
Nambrok,3847,Wellington Shire Council,Unsubdivided,53901,Gippsland South,37,Eastern Victoria,2,108,200
Nandaly,3533,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,28,33
Nangana,3781,Cardinia Shire Council,Ranges,54303,Gembrook,35,Eastern Victoria,2,18,34
Nangeela,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,46,Western Victoria,8,10,16
Nangiloc,3494,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,62,95
Nanneella,3561,Campaspe Shire Council,Kyabram-Deakin,52302,Rodney,75,Northern Victoria,4,157,271
Nanneella,3561,Campaspe Shire Council,Rochester,52303,Rodney,75,Northern Victoria,4,6,14
Napoleons,3352,Golden Plains Shire Council,Unsubdivided,50501,Ballarat East,3,Western Victoria,8,190,412
Nar Nar Goon,3812,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,380,744
Nar Nar Goon North,3812,Cardinia Shire Council,Port,54302,Bass,5,Eastern Victoria,2,206,393
Nar Nar Goon North,3812,Cardinia Shire Council,Port,54302,Gembrook,35,Eastern Victoria,2,67,136
Narbethong,3778,Murrindindi Shire Council,Cathedral,53001,Seymour,78,Northern Victoria,4,114,159
Nareeb,3293,Moyne Shire Council,Unsubdivided,51801,Lowan,46,Western Victoria,8,11,19
Nareeb,3293,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,11,19
Nareen,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,46,Western Victoria,8,34,68
Nareewillock,3525,Buloke Shire Council,Lower Avoca,57101,Swan Hill,82,Northern Victoria,4,11,16
Nariel Valley,3707,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,1,2
Nariel Valley,3707,Towong Shire Council,Unsubdivided,53201,Benambra,9,Northern Victoria,4,41,57
Naring,3636,Moira Shire Council,Unsubdivided,52901,Murray Valley,61,Northern Victoria,4,50,86
Naringal,3277,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,16,33
Naringal,3277,Moyne Shire Council,Unsubdivided,51801,South-West Coast,81,Western Victoria,8,36,67
Naringal East,3277,Moyne Shire Council,Unsubdivided,51801,Polwarth,70,Western Victoria,8,41,68
Naroghid,3266,Corangamite Shire Council,Central,51601,Polwarth,70,Western Victoria,8,33,54
Naroghid,3266,Corangamite Shire Council,South-Central,51604,Polwarth,70,Western Victoria,8,2,5
Narracan,3824,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,117,176
Narraport,3483,Buloke Shire Council,Mallee,57102,Swan Hill,82,Northern Victoria,4,24,44
Narraport,3483,Buloke Shire Council,Mount Jeffcott,57103,Swan Hill,82,Northern Victoria,4,1,2
Narrapumelap South,3293,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,15,28
Narrawong,3285,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,165,302
Narre Warren,3805,Casey City Council,Four Oaks,54403,Narre Warren North,63,South Eastern Metropolitan,5,4481,8642
Narre Warren,3805,Casey City Council,Springfield,54406,Narre Warren South,64,South Eastern Metropolitan,5,4748,8296
Narre Warren East,3804,Yarra Ranges Shire Council,Lyster,56204,Gembrook,35,Eastern Victoria,2,135,320
Narre Warren North,3804,Casey City Council,Four Oaks,54403,Narre Warren North,63,South Eastern Metropolitan,5,1901,4465
Narre Warren South,3805,Casey City Council,Springfield,54406,Narre Warren South,64,South Eastern Metropolitan,5,8657,17355
Narrung,3597,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,9,11
Nathalia,3638,Moira Shire Council,Unsubdivided,52901,Rodney,75,Northern Victoria,4,876,1360
Natimuk,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,46,Western Victoria,8,270,403
Natte Yallock,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,74,Western Victoria,8,5,5
Natte Yallock,3465,Northern Grampians Shire Council,Kara Kara,57402,Swan Hill,82,Northern Victoria,4,5,12
Natte Yallock,3465,Pyrenees Shire Council,Avoca,51901,Ripon,74,Western Victoria,8,22,45
Natte Yallock,3465,Pyrenees Shire Council,Avoca,51901,Swan Hill,82,Northern Victoria,4,1,1
Natte Yallock,3465,Pyrenees Shire Council,De Cameron,51903,Ripon,74,Western Victoria,8,4,5
Natya,3597,Swan Hill Rural City Council,Murray-Mallee,57003,Swan Hill,82,Northern Victoria,4,21,34
Navarre,3384,Northern Grampians Shire Council,Central,57401,Ripon,74,Western Victoria,8,7,8
Navarre,3384,Northern Grampians Shire Council,Central,57401,Swan Hill,82,Northern Victoria,4,42,70
Navarre,3384,Pyrenees Shire Council,De Cameron,51903,Ripon,74,Western Victoria,8,6,10
Navigators,3352,Moorabool Shire Council,West Moorabool,50403,Ballarat East,3,Western Victoria,8,97,200
Nayook,3832,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,35,50
Neds Corner,3496,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,1,2
Neereman,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,11,Northern Victoria,4,5,12
Neerim,3831,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,76,157
Neerim East,3831,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,75,132
Neerim Junction,3832,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,64,100
Neerim North,3832,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,32,48
Neerim South,3831,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,528,927
Neilborough,3570,Greater Bendigo City Council,Whipstick,50203,Bendigo East,10,Northern Victoria,4,111,192
Nelson,3292,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,81,Western Victoria,8,136,166
Nerrena,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,37,Eastern Victoria,2,106,201
Nerrin Nerrin,3351,Ararat Rural City Council,Unsubdivided,51401,Lowan,46,Western Victoria,8,16,27
Nerrin Nerrin,3351,Moyne Shire Council,Unsubdivided,51801,Lowan,46,Western Victoria,8,4,10
Nerrina,3350,Ballarat City Council,North,50302,Ballarat West,4,Western Victoria,8,346,659
Nerring,3373,Pyrenees Shire Council,Beaufort,51902,Ripon,74,Western Victoria,8,2,6
Nerring,3373,Pyrenees Shire Council,Mount Emu,51905,Ripon,74,Western Victoria,8,3,1
Netherby,3418,Hindmarsh Shire Council,North,57302,Lowan,46,Western Victoria,8,52,91
Neuarpurr,3413,West Wimmera Shire Council,Unsubdivided,57501,Lowan,46,Western Victoria,8,20,43
New Gisborne,3438,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,47,98
New Gisborne,3438,Macedon Ranges Shire Council,South,56602,Macedon,48,Northern Victoria,4,774,1550
Newborough,3825,Latrobe City Council,Central,53701,Narracan,62,Eastern Victoria,2,18,33
Newborough,3825,Latrobe City Council,West,53704,Narracan,62,Eastern Victoria,2,3100,4963
Newbridge,3551,Loddon Shire Council,Tarnagulla,56503,Bendigo West,11,Northern Victoria,4,101,149
Newbury,3458,Hepburn Shire Council,Coliban,56403,Ballarat East,3,Western Victoria,8,40,63
Newcomb,3219,Greater Geelong City Council,Austin,50601,Bellarine,7,Western Victoria,8,2245,3298
Newfield,3268,Corangamite Shire Council,Coastal,51602,Polwarth,70,Western Victoria,8,27,48
Newham,3442,Macedon Ranges Shire Council,East,56601,Macedon,48,Northern Victoria,4,208,394
Newhaven,3925,Bass Coast Shire Council,Anderson,53401,Bass,5,Eastern Victoria,2,250,317
Newhaven,3925,Bass Coast Shire Council,Churchill,53402,Bass,5,Eastern Victoria,2,37,63
Newington,3350,Ballarat City Council,Central,50301,Ballarat West,4,Western Victoria,8,807,1280
Newlands Arm,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,320,526
Newlyn,3364,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,64,105
Newlyn North,3364,Hepburn Shire Council,Creswick,56404,Ballarat East,3,Western Victoria,8,68,120
Newmerella,3886,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,171,291
Newport,3015,Hobsons Bay City Council,Strand,50902,Williamstown,86,Western Metropolitan,7,5313,8229
Newry,3859,Wellington Shire Council,Unsubdivided,53901,Gippsland East,36,Eastern Victoria,2,173,295
Newstead,3462,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,11,Northern Victoria,4,364,580
Newtown,3351,Golden Plains Shire Council,Unsubdivided,50501,Ripon,74,Western Victoria,8,52,85
Newtown,3220,Greater Geelong City Council,Kildare,50611,Geelong,34,Western Victoria,8,4515,7237
Nhill,3418,Hindmarsh Shire Council,North,57302,Lowan,46,Western Victoria,8,73,130
Nhill,3418,Hindmarsh Shire Council,West,57303,Lowan,46,Western Victoria,8,1106,1574
Nichols Point,3501,Mildura Rural City Council,Unsubdivided,56901,Mildura,52,Northern Victoria,4,538,1024
Nicholson,3882,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,36,Eastern Victoria,2,473,797
Niddrie,3042,Moonee Valley City Council,Buckley,55601,Niddrie,66,Western Metropolitan,7,2095,3739
Nilma,3821,Baw Baw Shire Council,Mount Worth,53502,Narracan,62,Eastern Victoria,2,76,135
Nilma,3821,Baw Baw Shire Council,North,53503,Narracan,62,Eastern Victoria,2,47,84
